id,date,theme,text,category,summary,sentiment,severity,churn_risk,root_cause,recommendation
666,2025-04-05,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет,Пропажа истории заказов,negative,3,medium,,Проверить базу данных заказов
75,2025-04-06,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Очень недоволен этой ситуацией.",Доставка,Задержка доставки,negative,2,low,,Уточнить статус заказа у курьера
487,2025-04-06,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
730,2025-04-06,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение,Зависание при оформлении заказа,negative,2,medium,,Оптимизировать процесс оформления заказа
266,2025-04-07,Чек,"Не получил электронный чек после покупки. Надеюсь, вопрос получится быстро решить.",Документы,Отсутствие электронного чека,neutral,2,low,,Проверить систему электронных чеков
966,2025-04-07,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Прошу помочь разобраться.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,low,,Проверить настройки бонусной программы
417,2025-04-07,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Прошу помочь разобраться.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить данные карты и транзакцию
14,2025-04-09,Ошибка приложения,После обновления приложение перестало запускаться. Очень недоволен этой ситуацией.,Мобильное приложение,Приложение не запускается после обновления,negative,3,medium,,Проверить стабильность обновления приложения
62,2025-04-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
201,2025-04-09,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
613,2025-04-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу срочно решить проблему.",Доставка,Проблема поиска адреса доставки,negative,4,medium,,Проверить корректность адреса в системе
806,2025-04-10,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Прошу помочь разобраться.,Бонусная программа,Бонусные баллы исчезли,negative,3,medium,,Проверить логи баллов
527,2025-04-11,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
134,2025-04-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
177,2025-04-12,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
306,2025-04-13,Повреждение,"Заказ приехал с поврежденной упаковкой. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Поврежденная упаковка при доставке,negative,5,high,Поврежденная упатовка при доставке,Проверить упаковку при получении
480,2025-04-13,Скидка,"Обещанная скидка не применилась при оформлении заказа. Если вопрос не решится, больше у вас покупать не буду.",Цена,Скидка не применяется при оформлении,negative,5,high,,Проверить условия применения скидки
909,2025-04-13,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
927,2025-04-14,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка,Поврежденная упаковка при доставке,negative,2,low,,Проверить качество упаковки перед доставкой
882,2025-04-15,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Проверить систему электронных чеков
917,2025-04-16,Брак,"Получил товар с явным браком. Подскажите, пожалуйста, как решить эту проблему.",Качество товара,Брак товара,negative,3,medium,,Проверить качество поставок
822,2025-04-16,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа,Бонусные баллы исчезли,negative,3,medium,,Проверить систему учета баллов
676,2025-04-17,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
219,2025-04-17,Долгое ожидание,Очень долго ждал ответа оператора. Очень недоволен этой ситуацией.,Поддержка,Долгое ожидание ответа,negative,2,medium,недостаточное количество операторов,Увеличить количество операторов
720,2025-04-17,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Прошу срочно решить проблему.,Поддержка,Проблема с переключением между отделами,negative,4,high,Оператор не смог решить вопрос,Улучшить процесс переключения между отделами
930,2025-04-17,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
128,2025-04-18,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Надеюсь, вопрос получится быстро решить.",Возвраты,Отказ в возврате без объяснения,neutral,2,low,,Уточнить причины отказа возврата
387,2025-04-19,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет,Пропажа истории заказов,negative,3,medium,,Проверить базу данных заказов
837,2025-04-19,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно. Прошу срочно решить проблему.,Качество товара,Поврежденный товар,negative,5,high,,Исправить повреждение и отправить новый товар
67,2025-04-20,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
591,2025-04-20,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Если вопрос не решится, больше у вас покупать не буду.",Оплата,Ожидание возврата после отмены заказа,negative,5,high,Не вернулись деньги после отмены заказа,Ускорить обработку возвратов после отмены заказа
507,2025-04-20,Счет,Не могу получить счет на заказ. Это уже не первый раз.,Документы,Ошибка получения счета,negative,2,medium,,Проверить систему генерации счетов
202,2025-04-21,История заказов,В личном кабинете пропала история моих заказов. Это уже не первый раз.,Личный кабинет,Пропажа истории заказов,negative,3,medium,,Проверить базу данных заказов
336,2025-04-21,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
355,2025-04-21,Брак,"Получил товар с явным браком. Подскажите, пожалуйста, как решить эту проблему.",Качество товара,Брак товара,negative,3,medium,,Проверить качество поставок
862,2025-04-22,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
815,2025-04-22,Чек,Не получил электронный чек после покупки. Это уже не первый раз.,Документы,Отсутствие электронного чека,negative,2,low,,Установить автоматическое отправление чека
656,2025-04-22,Авторизация,Не могу войти в личный кабинет.,Личный кабинет,Проблема входа в личный кабинет,negative,2,low,,Проверить доступ к личному кабинету
29,2025-04-23,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Проверить систему электронных чеков
158,2025-04-23,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить систему оплаты на ошибки
810,2025-04-23,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
962,2025-04-23,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
660,2025-04-24,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты,Задержка возврата средств,negative,2,medium,,Ускорить обработку возвратов
452,2025-04-24,Списание бонусов,"Не получается использовать накопленные бонусы при оплате. Если вопрос не решится, больше у вас покупать не буду.",Бонусная программа,Ошибка использования бонусов при оплате,negative,5,high,,Проверить интеграцию бонусной системы с платежной системой
939,2025-04-24,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
773,2025-04-24,Несоответствие,Товар совсем не соответствует описанию на сайте. Прошу помочь разобраться.,Качество товара,Несоответствие товара описанию,negative,3,medium,,Проверить описания товаров на соответствие реальному товару
514,2025-04-25,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Поддержка тоже не помогла.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
2,2025-04-25,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Очень недоволен этой ситуацией.",Доставка,Задержка доставки,negative,2,low,,Уточнить статус заказа у курьера
455,2025-04-25,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка,Задержка курьера,negative,3,medium,,Ускорить доставку курьера
168,2025-04-25,Ошибка приложения,После обновления приложение перестало запускаться. Поддержка тоже не помогла.,Мобильное приложение,Приложение не запускается после обновления,negative,3,medium,,Проверить стабильность обновления приложения
311,2025-04-26,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Очень недоволен этой ситуацией.,Бонусная программа,Бонусные баллы исчезли,negative,3,medium,,Проверить систему учета баллов
667,2025-04-26,Двойное списание,С карты дважды списали деньги за один заказ. Поддержка тоже не помогла.,Оплата,Двойное списание заказа,negative,4,medium,,Проверить систему списаний
572,2025-04-27,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение,Зависание при оформлении заказа,negative,2,medium,,Оптимизировать процесс оформления заказа
15,2025-04-27,Авторизация,Не могу войти в личный кабинет. Прошу срочно решить проблему.,Личный кабинет,Проблема входа в личный кабинет,negative,4,high,,Проверить доступ к аккаунту
729,2025-04-27,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Подскажите, пожалуйста, как решить эту проблему.",Возвраты,Задержка возврата средств,negative,2,medium,,Проверить статус возврата в системе
205,2025-04-27,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты,Задержка возврата средств,negative,2,medium,,Ускорить обработку возвратов
52,2025-04-28,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
299,2025-04-28,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
235,2025-04-28,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы,Неверные данные в документах,neutral,2,low,,Проверить данные в документах
288,2025-04-29,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара,Поврежденный товар неиспользуемый,negative,3,medium,,Проверить качество поставки
223,2025-04-29,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
849,2025-04-30,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Это уже не первый раз.",Возвраты,Сложность оформления возврата,negative,2,medium,неизвестно,Упростить процесс оформления возврата
317,2025-04-30,Несоответствие,"Товар совсем не соответствует описанию на сайте. Если вопрос не решится, больше у вас покупать не буду.",Качество товара,Несоответствие товара описанию,negative,5,high,,Проверить товары на соответствие описанию
16,2025-04-30,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
595,2025-04-30,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
76,2025-05-01,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты,Отказ в возврате без объяснения,negative,3,medium,,Уточнить причины отказа возврата
329,2025-05-01,Не начислены бонусы,За покупку не начислили обещанные бонусы. Очень недоволен этой ситуацией.,Бонусная программа,Не начислены бонусы,negative,4,high,,Проверить систему начисления бонусов
133,2025-05-01,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Поддержка тоже не помогла.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить аутентификацию на сервере
441,2025-05-02,Документы,В документах к заказу указаны неверные данные.,Документы,Неверные данные в документах заказа,negative,2,low,,Проверить данные в документах заказа
55,2025-05-02,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить систему оплаты на ошибки
819,2025-05-02,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Прошу срочно решить проблему.,Оплата,Отсутствие возврата после отмены заказа,negative,4,high,Отсутствие возвратов после отмены заказа,Ускорить обработку возвратов после отмены заказа
105,2025-05-02,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Если вопрос не решится, больше у вас покупать не буду.",Бонусная программа,Не начислены бонусы,negative,5,high,,Проверить систему начисления бонусов
66,2025-05-02,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Хотелось бы понять, что делать дальше.",Доставка,Проблема поиска адреса доставки,neutral,2,low,,Проверить точность адреса в системе
463,2025-05-03,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты,Отказ в возврате без объяснения,negative,3,medium,,Уточнить причины отказа возврата
870,2025-05-03,Брак,Получил товар с явным браком.,Качество товара,Брак товара,negative,4,high,,Проверить качество поставок
680,2025-05-03,Долгое ожидание,"Очень долго ждал ответа оператора. Подскажите, пожалуйста, как решить эту проблему.",Поддержка,Долгое ожидание ответа,negative,2,low,,Увеличить количество операторов
542,2025-05-04,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара,Поврежденный товар неиспользуемый,negative,3,medium,,Проверить качество поставки
466,2025-05-04,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Товар исчезает из корзины,negative,2,low,,Проверить логику добавления в корзину
670,2025-05-05,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Очень недоволен этой ситуацией.,Оплата,Ожидание возврата после отмены заказа,negative,4,high,,Ускорить обработку возвратов после отмены заказа
679,2025-05-05,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить статус сессии и аутентификацию
708,2025-05-05,Чек,Не получил электронный чек после покупки.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Уведомлять о чеке после оплаты
885,2025-05-06,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
627,2025-05-07,Ошибка приложения,После обновления приложение перестало запускаться. Прошу помочь разобраться.,Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить стабильность обновления
543,2025-05-07,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
769,2025-05-08,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение,Товар исчезает из корзины,negative,3,medium,,Проверить логику добавления в корзину
988,2025-05-08,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение,Товар исчезает из корзины,negative,3,medium,,Проверить логику добавления в корзину
214,2025-05-08,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Надеюсь, вопрос получится быстро решить.",Доставка,Проблема поиска адреса доставки,neutral,2,low,,Проверить актуальность адреса в системе доставки
108,2025-05-08,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Подскажите, пожалуйста, как решить эту проблему.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить подключение карты в системе оплаты
141,2025-05-08,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Хотелось бы понять, что делать дальше.",Цена,Неправильная цена в корзине,neutral,2,low,,Проверить синхронизацию цен в корзине
34,2025-05-09,Чек,Не получил электронный чек после покупки. Очень недоволен этой ситуацией.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Убедиться в автоматическом отправке электронных чеков
747,2025-05-09,Промокод,"Промокод указан как действующий, но система его не принимает. Очень недоволен этой ситуацией.",Цена,Проблема активации промокода,negative,3,medium,,Проверить валидность промокода в системе
482,2025-05-10,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
472,2025-05-10,История заказов,В личном кабинете пропала история моих заказов. Поддержка тоже не помогла.,Личный кабинет,Проблема отсутствия истории заказов,negative,2,medium,,Проверить базу данных заказов
426,2025-05-10,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить аутентификацию на сервере
358,2025-05-11,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Очень недоволен этой ситуацией.",Возвраты,Сложность оформления возврата,negative,2,medium,не понимает как оформить возврат,Упростить процесс оформления возврата
289,2025-05-11,Ошибка приложения,"Приложение зависает при оформлении заказа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение,Зависание при оформлении заказа,negative,5,high,,Ускорить исправление зависания при оформлении заказа
637,2025-05-11,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа,Бонусные баллы исчезли,negative,3,medium,,Проверить систему учета баллов
460,2025-05-12,Двойное списание,С карты дважды списали деньги за один заказ. Прошу помочь разобраться.,Оплата,Двойное списание заказа,negative,4,medium,,Проверить систему списаний
146,2025-05-13,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет,Ошибка изменения номера телефона,negative,2,low,,Проверить доступ к профилю
935,2025-05-14,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
619,2025-05-14,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить аутентификацию на сервере
682,2025-05-14,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Хотелось бы понять, что делать дальше.",Возвраты,Задержка возврата средств,negative,2,medium,,Проверить статус возврата в системе
115,2025-05-14,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
506,2025-05-15,Профиль,"Не получается изменить номер телефона в профиле. Хотелось бы понять, что делать дальше.",Личный кабинет,Не могу изменить номер телефона,negative,2,low,,Проверить доступ к профилю
38,2025-05-15,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Проверить систему электронных чеков
96,2025-05-15,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу помочь разобраться.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить корректность адреса в системе
793,2025-05-15,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу помочь разобраться.,Мобильное приложение,Зависание при оформлении заказа,negative,2,low,,Проверить стабильность приложения при оформлении заказа
225,2025-05-16,Профиль,"Не получается изменить номер телефона в профиле. Надеюсь, вопрос получится быстро решить.",Личный кабинет,Ошибка изменения номера телефона,neutral,2,low,,Проверить доступ к профилю
571,2025-05-16,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы,Неверные данные в документах,neutral,2,low,,Проверить данные в документах
84,2025-05-16,Курьер,"Курьер не приехал в назначенное время и не позвонил. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Курьер не пришёл в срок,negative,5,high,Курьер не пришёл в срок,Уведомлять курьёра о задержке доставки
228,2025-05-17,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
673,2025-05-18,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Надеюсь, вопрос получится быстро решить.",Возвраты,Отказ в возврате без объяснения,neutral,2,low,,Уточнить причины отказа возврата
237,2025-05-18,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Хотелось бы понять, что делать дальше.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
200,2025-05-19,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
736,2025-05-19,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
149,2025-05-20,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты,Отказ в возврате без объяснения,negative,3,medium,,Уточнить причины отказа возврата
232,2025-05-20,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара,Поврежденный товар неиспользуемый,negative,3,medium,,Проверить качество поставки
410,2025-05-21,Долгое ожидание,Очень долго ждал ответа оператора. Прошу помочь разобраться.,Поддержка,Долгое ожидание ответа,negative,2,low,,Увеличить количество операторов
297,2025-05-21,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Задержка курьера,negative,5,high,,Ускорить доставку курьера
702,2025-05-21,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
338,2025-05-22,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
865,2025-05-22,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Прошу помочь разобраться.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизированную проверку ответов
192,2025-05-22,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
112,2025-05-23,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
790,2025-05-23,Авторизация,"Не могу войти в личный кабинет. Надеюсь, вопрос получится быстро решить.",Личный кабинет,Проблема входа в личный кабинет,neutral,2,low,,Проверить доступ к личному кабинету
881,2025-05-23,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу помочь разобраться.",Доставка,Задержка курьера,negative,2,low,,Проверить статус доставки
919,2025-05-24,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Задержка доставки,negative,5,high,,Ускорить доставку
948,2025-05-24,Брак,Получил товар с явным браком.,Качество товара,Брак товара,negative,4,high,,Проверить качество поставок
757,2025-05-24,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
718,2025-05-24,Промокод,"Промокод указан как действующий, но система его не принимает. Очень недоволен этой ситуацией.",Цена,Проблема активации промокода,negative,3,medium,,Проверить валидность промокода в системе
191,2025-05-24,Промокод,"Промокод указан как действующий, но система его не принимает. Если вопрос не решится, больше у вас покупать не буду.",Цена,Проблема активации промокода,negative,5,high,,Проверить корректность промокода в системе
445,2025-05-25,Профиль,Не получается изменить номер телефона в профиле. Прошу помочь разобраться.,Личный кабинет,Ошибка изменения номера телефона,negative,2,low,,Проверить доступ к профилю
